qid,model,label,hallucination_score,correctness_score,semantic_similarity,explanation,error_type,summary
151,GPT4o,partially_correct,0.2,0.8,0.8,"GPT-4o correctly states students on STEM OPT can have F-2 dependents and incorrectly adds that F-2 spouses cannot enroll full-time, when the answer should simply confirm STEM OPT doesn't restrict dependent sponsorship without additional incorrect restrictions.",,
42,VisaMate,partially_correct,0.2,0.8,0.7,"Correct about 90-day limit but adds suggestions about enrolling in a new program, which is not part of the gold answer.",,
51,VisaMate,partially_correct,0.2,0.8,0.8,"Mostly correct but omits that reentry requires proof of employment; suggests job letter only, not employment evidence.",,
53,VisaMate,partially_correct,0.2,0.8,0.7,Correct on needing a valid visa; adds full-time enrollment requirement which is irrelevant during OPT.,,
59,VisaMate,partially_correct,0.2,0.8,0.8,Correct that carrying job letter is advisable; adds CPT context unnecessary but not harmful.,,
67,VisaMate,partially_correct,0.2,0.8,0.7,Correct timeframe but doesn’t state that cap-gap ends immediately if petition is rejected.,,
90,VisaMate,partially_correct,0.2,0.8,0.8,Mostly correct but adds E-Verify requirement irrelevant unless STEM OPT.,,
142,VisaMate,partially_correct,0.2,0.8,0.8,Mostly correct but misses nuance about infants born in the U.S. automatically receiving status without consular processing.,,
136,Claude,partially_correct,0.25,0.68,0.72,Correct that summer study is allowed but fails to mention SEVP requirement to keep home school as primary SEVIS sponsor.,,
8,Claude,partially_correct,0.25,0.7,0.75,Claude is right that SEVIS ID appears on the I-20 but incorrectly claims it appears on I-94 or USCIS notices.,,
16,Claude,partially_correct,0.25,0.7,0.8,Claude is mostly correct but incorrectly introduces hour-limit rules not defined by federal CPT policy.,,
26,Claude,partially_correct,0.25,0.7,0.75,Claude captures the meaning of an OPT denial but adds a fictional grace-period concept.,,
28,Claude,partially_correct,0.25,0.7,0.8,Claude lists most correct I-765 documents but includes items not required federally such as transcripts.,,
54,Claude,partially_correct,0.25,0.7,0.75,Correct that travel while EAD pending is risky; slightly overstated that reentry requires EAD absolutely.,,
62,Claude,partially_correct,0.25,0.7,0.75,"Correct that work stops when STEM expires, but claims no cap-gap coverage, which is inaccurate.",,
64,Claude,partially_correct,0.25,0.7,0.8,Correct main idea but implies STEM/OPT employment can continue automatically; missing nuance on cap-gap conditions.,,
65,Claude,partially_correct,0.25,0.7,0.75,"Correct about portability but includes some incorrect requirements (e.g., approval before starting in some cases).",,
76,Claude,partially_correct,0.25,0.7,0.75,Correct that the student must use reliable mailing address but incorrectly claims USCIS avoids PO boxes.,,
131,Claude,partially_correct,0.25,0.7,0.8,Correct about extension option but adds grace-period defense suggestion not allowed under SEVP.,,
140,Claude,partially_correct,0.25,0.7,0.78,Correct about changing levels but adds unrelated funding and academic policy details.,,
157,Claude,partially_correct,0.25,0.7,0.78,Correct about status violation but adds speculation about deportation without regulatory nuance.,,
146,Claude,partially_correct,0.25,0.72,0.8,Correct that marriage does not merge records but incorrectly claims F-2 can study full time.,,
81,Claude,partially_correct,0.25,0.75,0.92,Mostly correct about multiple OPT employers but incorrectly states a 40-hour combined limit which does not exist in regulation.,,
87,Claude,partially_correct,0.25,0.75,0.85,"Correct that co-founding is allowed only if work is authorized, but adds speculative conditions about equity vs employment.",,
99,Claude,partially_correct,0.25,0.75,0.8,Correct about general volunteer rules but fails to note no employment (paid/unpaid) is allowed after OPT ends.,,
113,Claude,partially_correct,0.25,0.75,0.85,"Correct that transfers are possible, but adds teach-outs and extended grace periods not in gold.",,
169,Claude,partially_correct,0.25,0.75,0.82,Claude lists IRS penalties correctly but does not mention immigration implications; still mostly accurate.,,
24,VisaMate,partially_correct,0.25,0.75,0.7,Visamate gives 3–5 months; USCIS typical range is 1–3 months. Not wrong but outside normal guidance.,,
1,VisaMate,partially_correct,0.25,0.8,0.82,Visamate includes required items but adds home-country ties which are not required for F-1 entry; still mostly correct.,,
43,GPT4o,incorrect,0.3,0.2,0.1,"GPT-4o incorrectly states volunteer work is not formal employment and provides career advice, missing the critical DHS guidance that unpaid volunteer work can count toward OPT employment if related to major and 20+ hours weekly.",,
47,GPT4o,incorrect,0.3,0.3,0.2,GPT-4o provides generic visa and tax advice without addressing the specific F-1 OPT requirement that gig work is unauthorized unless directly related to the major field of study per USCIS regulations.,,
137,GPT4o,partially_correct,0.3,0.5,0.2,"GPT-4o provides generic software discontinuation advice completely missing the F-1-specific SEVP requirement that if program is discontinued, students must transfer to another certified school or depart the U.S.",,
37,GPT4o,partially_correct,0.3,0.6,0.3,"GPT-4o provides general E-Verify information without clearly stating the specific STEM OPT requirement that all STEM employers must be E-Verify enrolled per DHS regulations, diluting the immigration-specific answer.",,
66,Claude,partially_correct,0.3,0.65,0.7,Some correct appeal info but lacks F-1 cap-gap implications and invents general visa scenarios.,,
74,Claude,partially_correct,0.3,0.65,0.75,"Correct that address updates required, but mixes general USCIS rules with nonimmigrant-specific timelines.",,
158,Claude,partially_correct,0.3,0.65,0.72,Correct that employment-like volunteering is prohibited but overstated limitations.,,
18,Claude,partially_correct,0.3,0.7,0.75,Claude lists many common school-required CPT documents but adds federal documents not mandated by regulation.,,
25,Claude,partially_correct,0.3,0.7,0.7,"Claude correctly states travel is risky but fails to note that reentry requires EAD + job offer, overstating restrictions.",,
30,Claude,partially_correct,0.3,0.7,0.75,Claude is correct that freelance work is allowed on regular OPT but misses that STEM OPT cannot include self-employment.,,
105,Claude,partially_correct,0.3,0.7,0.8,"Correct that DSO issues a new I-20, but adds embassy and visa renewal guidance not tied to gold.",,
143,Claude,partially_correct,0.3,0.7,0.75,Correct that F-2 spouses cannot study full time but incorrectly restricts part-time study to hobby courses.,,
3,GPT4o,partially_correct,0.3,0.7,0.7,"GPT-4o correctly states no activation is needed and describes the entry process accurately, but uses confusing language saying the I-20 is 'activated' once you enter, when the gold answer clarifies this terminology is incorrect.",,
18,GPT4o,partially_correct,0.3,0.7,0.6,"GPT-4o lists many school-specific documents but misses the key regulatory point that CPT is school-issued (not USCIS-adjudicated), and the primary federal requirement is the I-20 with CPT authorization on page 2.",,
45,VisaMate,partially_correct,0.3,0.7,0.6,"Correct that DSO updates SEVIS but incorrectly says students must report unemployment, which is not required by USCIS.",,
47,VisaMate,partially_correct,0.3,0.7,0.6,"Correct that unauthorized gig work is not allowed, but incorrectly states no gig work is ever allowed, ignoring the allowed case when work is related to the major and authorized under OPT.",,
50,VisaMate,partially_correct,0.3,0.7,0.7,"Correct that you can change status via I-539, but adds unnecessary risk statements not in gold.",,
54,VisaMate,partially_correct,0.3,0.7,0.7,Correct that travel is risky but incorrectly states you should not travel until EAD is approved; gold says travel is allowed but risky.,,
61,VisaMate,partially_correct,0.3,0.7,0.7,"Correct filing window, but adds fabricated statement about FY 2026 cap already being reached.",,
65,VisaMate,partially_correct,0.3,0.7,0.7,"Correct that transfer requires a new filing, but incorrectly claims you must wait to start work—AC21 allows portability after filing.",,
85,VisaMate,partially_correct,0.3,0.7,0.7,Correct STEM OPT conditions but incorrectly requires 20 hours for part-time contracting.,,
94,VisaMate,partially_correct,0.3,0.7,0.6,Correct general rules but gold emphasizes grace period; model emphasizes unemployment limit.,,
100,VisaMate,partially_correct,0.3,0.7,0.7,Correct form and process; adds warnings not in gold but not harmful.,,
101,VisaMate,partially_correct,0.3,0.7,0.7,Correct that DSO handles it; adds unlawful presence which gold does not mention.,,
103,VisaMate,partially_correct,0.3,0.7,0.6,Correct that correction goes through USCIS but fails to distinguish between USCIS error vs student error.,,
109,VisaMate,partially_correct,0.3,0.7,0.7,Correct on contacting USCIS; missing rule about USCIS replacing card for free if fault is theirs.,,
111,VisaMate,partially_correct,0.3,0.7,0.7,Correct that CBP handles I-94 corrections but model directs student to USCIS resources unnecessarily.,,
136,VisaMate,partially_correct,0.3,0.7,0.7,"Correct that summer classes at another school are allowed, but incorrectly implies full-time enrollment is required in summer.",,
125,Claude,partially_correct,0.3,0.72,0.74,"Includes correct extension concept but adds reasons not permitted under F-1 rules, like financial hardship.",,
10,Claude,incorrect,0.4,0.45,0.25,Claude gives general relocation advice and misses the SEVIS-mandated school check-in requirement.,,
56,Claude,incorrect,0.4,0.45,0.35,Claude claims travel signatures valid for one year; for OPT they are only valid 6 months.,,
124,Claude,incorrect,0.4,0.48,0.42,Does not mention that F-1 part-time enrollment requires DSO-authorized RCL and implies it is generally allowed.,,
122,Claude,incorrect,0.4,0.5,0.45,Misses SEVP medical RCL rules and instead describes general university leave policies.,,
58,VisaMate,partially_correct,0.4,0.6,0.5,"Correct that denial has serious consequences but introduces unlawful presence and removal, which is not in the gold answer.",,
88,VisaMate,partially_correct,0.4,0.6,0.5,Correct warning but ignores that volunteer work CAN count if meets labor rules.,,
115,VisaMate,partially_correct,0.4,0.6,0.6,Correct that late OPT cannot be filed; model misstates 60-day window as OPT window.,,
1,GPT4o,partially_correct,0.4,0.7,0.6,"GPT-4o correctly identifies the four required documents but adds non-required items (financial proof, admission letter, appointment confirmation, additional documents) that are not federally mandated for entry, constituting advisory overreach beyond immigration requirements.",,
2,Claude,incorrect,0.45,0.4,0.25,Claude fails to state the clear rule that F-1 students cannot enter more than 30 days early and adds irrelevant visa categories.,,
72,Claude,incorrect,0.45,0.4,0.3,Claude gives general employment info; fails to mention SEVIS reporting and immigration relevance.,,
79,Claude,incorrect,0.45,0.4,0.3,Claude focuses on general employment tax rules; fails to address OPT regulatory conditions.,,
134,Claude,incorrect,0.45,0.42,0.38,Ignores SEVP final-term exception allowing part-time enrollment and instead discourages it.,,
4,Claude,incorrect,0.45,0.45,0.45,"Claude incorrectly states it is not recommended to carry financial documents, contradicting the gold answer’s meaning.",,
111,Claude,incorrect,0.45,0.55,0.6,"Gold says CBP Deferred Inspection corrects I-94; Claude incorrectly instructs filing I-102, which is unnecessary in most cases.",,
120,Claude,incorrect,0.45,0.55,0.65,Claude incorrectly claims OPT denials cannot be appealed; gold states motions/appeals via I-290B are allowed.,,
33,GPT4o,incorrect,0.5,0.3,0.4,"GPT-4o incorrectly states employment is not required at time of application, contradicting DHS regulations that mandate students must be employed by an E-Verify employer to apply for STEM extension.",,
199,GPT4o,incorrect,0.5,0.3,0.4,"GPT-4o incorrectly states volunteering while awaiting work authorization is generally allowed, when USCIS prohibits volunteering if the activity would normally be paid or considered employment, treating it as unauthorized employment.",,
139,Claude,incorrect,0.5,0.35,0.3,Does not address immigration consequences of failing a defense and instead discusses emotional support.,,
128,Claude,incorrect,0.5,0.38,0.41,Fails to mention SEVP rules about maintaining status and instead discusses general admissions issues.,,
45,Claude,incorrect,0.5,0.4,0.2,Claude wrongly claims students must provide documents and reasons; DHS only requires accurate SEVIS employment entries.,,
48,Claude,incorrect,0.5,0.4,0.25,Claude gives generic career advice and ignores unemployment-day limits or required immigration actions.,,
75,Claude,incorrect,0.5,0.4,0.2,Claude ignores OPT/S E V I S maintenance rules and gives general remote-work tax guidance.,,
92,Claude,incorrect,0.5,0.4,0.45,Does not answer F-1 grace period rules and gives generic visa advice.,,
67,Claude,incorrect,0.5,0.45,0.2,"Cap-gap ends on September 30, not October 1, and does not include 60-day extension after denial.",,
101,Claude,incorrect,0.5,0.45,0.5,Claude incorrectly implies DSOs can reinstate records; reinstatement is a USCIS process via I-539.,,
107,Claude,incorrect,0.5,0.45,0.6,Claims expired passport requires contacting program coordinators and discusses visas—gold explains simple renewal via home embassy only.,,
115,Claude,incorrect,0.5,0.45,0.55,"Gold states late OPT cannot be filed; Claude suggests USCIS may accept late filings, which is false.",,
7,Claude,incorrect,0.5,0.5,0.2,Claude ignores the key point: USCIS does not require health insurance for F-1 students; gives irrelevant country-generic advice.,,
85,Claude,incorrect,0.5,0.5,0.7,Fails to mention mandatory E-Verify and I-983; implies part-time contracting flexibility that does not meet STEM OPT rules.,,
120,VisaMate,incorrect,0.5,0.5,0.5,Gold says appeals ARE allowed via I-290B; model incorrectly says you cannot appeal.,,
128,VisaMate,incorrect,0.5,0.5,0.4,Model incorrectly says transferring while suspended is not permitted; gold allows transfer before falling out of status.,,
133,Claude,incorrect,0.55,0.3,0.35,"Fails to mention status violation and reinstatement requirements, focusing only on academic impacts.",,
80,Claude,incorrect,0.55,0.35,0.2,Claude incorrectly states remote work may jeopardize F-1 status; DHS explicitly permits remote OPT/CPT if requirements are met.,,
43,Claude,incorrect,0.55,0.4,0.15,"Claude says volunteer work generally does not count, contradicting DHS rules allowing unpaid OPT-related volunteer work.",,
57,Claude,incorrect,0.55,0.4,0.1,Claude avoids answering F-1 rules and gives general visa talk; correct answer is 'No reentry during grace period'.,,
9,Claude,incorrect,0.55,0.45,0.2,Claude gives general visa work rules instead of stating clearly that F-1 students cannot work on arrival.,,
32,Claude,incorrect,0.55,0.45,0.4,Claude invents a 150-day earliest filing rule; the correct earliest is 90 days before OPT end.,,
42,Claude,incorrect,0.55,0.45,0.1,Claude gives general job-loss advice with no immigration content; fails to mention SEVIS reporting or unemployment limits.,,
165,Claude,incorrect,0.55,0.45,0.35,Claude omits F-1 requirement of having employment authorization and a job offer; gives generic SSN rules instead.,,
143,GPT4o,incorrect,0.6,0.3,0.4,"GPT-4o incorrectly states F-2 spouses can study full-time citing 2015 guidelines, when federal regulations actually permit only part-time study for F-2 spouses unless they change to F-1 status; only F-2 children can study full-time K-12.",,
145,Claude,incorrect,0.6,0.32,0.33,Incorrectly states F-1 OPT does not allow dependents when F-2 sponsorship is permitted.,,
49,Claude,incorrect,0.6,0.35,0.2,"Claude fabricates STEM OPT unemployment rules (claims fresh 90 days), contradicting DHS’s 150-day total cap.",,
50,Claude,incorrect,0.6,0.35,0.25,Claude gives general visa info unrelated to F-1; fails to mention change-of-status deadlines and requirements.,,
33,Claude,incorrect,0.6,0.4,0.4,Claude incorrectly states students can apply for STEM OPT while unemployed; an E-Verify employer and I-983 are required at filing.,,
37,Claude,incorrect,0.6,0.4,0.2,Claude ignores STEM OPT rules and instead explains unrelated E-Verify federal contractor requirements.,,
40,Claude,incorrect,0.6,0.4,0.3,"Claude incorrectly creates a '60-day grace period' after job loss during STEM OPT; unemployment rules are cumulative, not grace-based.",,
86,Claude,incorrect,0.6,0.4,0.45,Provides generic global investment advice and ignores F-1 rules entirely.,,
97,Claude,incorrect,0.6,0.4,0.35,Gold clarifies marriage doesn’t affect F-1 status; Claude incorrectly implies filing I-485 during grace period is standard.,,
114,Claude,incorrect,0.6,0.4,0.3,Claude gives U.S. domestic name correction processes unrelated to F-1 requirements; gold focuses on passport update then immigration documents.,,
43,VisaMate,incorrect,0.6,0.4,0.2,"Gold says unpaid volunteer work counts; model incorrectly says it does not count, contradicting regulations.",,
74,VisaMate,incorrect,0.6,0.4,0.4,Gold says students must report addresses to USCIS; model incorrectly says notifying DSO alone is sufficient.,,
75,VisaMate,incorrect,0.6,0.4,0.3,Gold says USCIS doesn't regulate remote work abroad; model incorrectly says physical presence in U.S. is required.,,
80,VisaMate,incorrect,0.6,0.4,0.3,"Gold says remote work is fine if authorized; model claims remote work can terminate status unless specially authorized, which is false.",,
83,VisaMate,incorrect,0.6,0.4,0.3,Gold says you MAY start a business if work is under OPT/CPT; model says not permitted.,,
97,VisaMate,incorrect,0.6,0.4,0.3,Gold clarifies marriage has no immigration effect; model gives misleading claim grace period is not lawful status.,,
99,VisaMate,incorrect,0.6,0.4,0.3,Gold says volunteering is allowed but doesn’t stop unemployment; model says all volunteer work is not allowed.,,
104,VisaMate,incorrect,0.6,0.4,0.4,Gold lists clear expedite criteria; model incorrectly claims expedited processing is generally unavailable.,,
114,VisaMate,incorrect,0.6,0.4,0.4,Gold requires passport to be corrected first; model incorrectly starts with SEVIS correction.,,
172,Claude,incorrect,0.65,0.35,0.3,Gold specifies F-1 nonresidents do NOT report foreign income; Claude gives generic worldwide-tax rules instead.,,
167,Claude,incorrect,0.65,0.4,0.3,Nonresident aliens generally cannot claim dependents; Claude incorrectly suggests eligibility using resident rules.,,
137,Claude,incorrect,0.7,0.25,0.2,"Completely misses SEVP transfer/departure rules and answers as if about generic programs, not immigration.",,
180,Claude,incorrect,0.7,0.3,0.28,Claude gives generic FICA refund rules and misses the key F-1 exemption and Form 843 process.,,
198,Claude,incorrect,0.7,0.3,0.22,Claude mixes USCIS premium processing with unrelated payment processing; does not answer immigration question.,,
9,VisaMate,incorrect,0.7,0.3,0.25,Visamate incorrectly says students may work on-campus immediately upon arrival; federal rule allows work only ON OR AFTER program start date.,,
62,VisaMate,incorrect,0.7,0.3,0.2,Gold describes cap-gap; model incorrectly mentions 180-day STEM-pending extension which is unrelated to H-1B transition.,,
176,Claude,incorrect,0.75,0.25,0.22,Claude incorrectly claims CPT and OPT income are taxed differently; IRS treats them identically.,,
12,GPT4o,incorrect,0.8,0,0,"GPT-4o directly contradicts federal CPT requirements by stating internships don't need to be related to major and provides career advice, when DHS regulations explicitly require CPT be directly related to the major field of study.",,
178,Claude,incorrect,0.8,0.2,0.18,Nonresident aliens cannot claim education credits; Claude incorrectly states they can.,,
199,Claude,incorrect,0.8,0.25,0.18,Claude incorrectly says volunteering is allowed; F-1/OPT cannot volunteer in a role normally paid.,,
151,Claude,hallucination,0.85,0.18,0.2,Falsely states you cannot add dependents during OPT or STEM OPT despite regulations allowing it.,,
38,Claude,hallucination,0.9,0.1,0.2,Claude incorrectly states consulting clients must be E-Verify; STEM OPT forbids independent contracting entirely.,,
142,Claude,hallucination,0.9,0.1,0.15,"Incorrectly states F-1 students cannot have dependents, which is a fabricated rule.",,
160,Claude,hallucination,0.9,0.12,0.18,Incorrectly claims F-2 dependents can qualify for SSNs despite USCIS prohibiting this.,,
147,Claude,hallucination,0.92,0.15,0.18,Incorrectly states F-2 children cannot attend public K-12 despite DHS explicitly allowing it.,,
5,Claude,hallucination,0.95,0.05,0.05,"Claude fabricates severe legal consequences for visa expiration, which does not end F-1 status; this is a clear hallucination.",,
12,Claude,hallucination,0.95,0.05,0,"Claude states internships do not need to relate to the major, which contradicts core CPT law; clear fabrication.",,
46,Claude,hallucination,0.95,0.05,0.05,"Claude gives unemployment-benefit info unrelated to F-1 status and ignores the loss-of-status rule, fabricating irrelevant processes.",,
47,Claude,hallucination,0.95,0.05,0.05,"Claude says gig work 'often' maintains status, which is fabricated; unauthorized gig work violates F-1 rules.",,
58,Claude,hallucination,0.95,0.05,0,"Claude describes the process for citizens returning to their home country, completely unrelated to F-1 admissions denial.",,
68,Claude,hallucination,0.95,0.05,0.1,Claude fabricates that travel is allowed; USCIS clearly states travel abandons change-of-status during cap-gap.,,
130,Claude,hallucination,0.95,0.1,0.12,"Incorrectly claims a gap year can be maintained on F-1, which contradicts SEVP continuous enrollment rules.",,
20,Claude,hallucination,1,0,0,Claude answers about mental-health therapy CPT instead of Curricular Practical Training; entirely fabricated.,,
